date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
2016-01-04T00:00:00.000Z,102.22,102.24,99.75,101.95,37912403,102.22,102.24,99.75,101.95,37912403,0.0,1.0
2016-01-05T00:00:00.000Z,102.73,103.7099,101.665,102.89,23258238,102.73,103.7099,101.665,102.89,23258238,0.0,1.0
2016-01-06T00:00:00.000Z,102.97,103.77,100.9,101.13,25096183,102.97,103.77,100.9,101.13,25096183,0.0,1.0
2016-01-07T00:00:00.000Z,97.92,101.43,97.3,100.5,45172906,97.92,101.43,97.3,100.5,45172906,0.0,1.0
2016-01-08T00:00:00.000Z,97.33,100.5,97.0311,99.88,35402298,97.33,100.5,97.0311,99.88,35402298,0.0,1.0
2016-01-11T00:00:00.000Z,97.51,98.6,95.39,97.91,29932385,97.51,98.6,95.39,97.91,29932385,0.0,1.0
2016-01-12T00:00:00.000Z,99.37,99.96,97.55,99.0,28395390,99.37,99.96,97.55,99.0,28395390,0.0,1.0
2016-01-13T00:00:00.000Z,95.44,100.58,95.21,100.58,33410553,95.44,100.58,95.21,100.58,33410553,0.0,1.0
2016-01-14T00:00:00.000Z,98.37,98.87,92.45,95.85,48658623,98.37,98.87,92.45,95.85,48658623,0.0,1.0
2016-01-15T00:00:00.000Z,94.97,96.38,93.54,93.98,46132781,94.97,96.38,93.54,93.98,46132781,0.0,1.0
2016-01-19T00:00:00.000Z,95.26,97.42,93.92,96.53,30998256,95.26,97.42,93.92,96.53,30998256,0.0,1.0
2016-01-20T00:00:00.000Z,94.35,95.0,89.37,92.83,59051429,94.35,95.0,89.37,92.83,59051429,0.0,1.0
2016-01-21T00:00:00.000Z,94.16,95.99,92.62,94.91,30518939,94.16,95.99,92.62,94.91,30518939,0.0,1.0
2016-01-22T00:00:00.000Z,97.94,98.07,95.49,96.41,30495387,97.94,98.07,95.49,96.41,30495387,0.0,1.0
2016-01-25T00:00:00.000Z,97.01,99.48,96.93,98.72,32482015,97.01,99.48,96.93,98.72,32482015,0.0,1.0
2016-01-26T00:00:00.000Z,97.34,97.88,95.66,97.76,26877080,97.34,97.88,95.66,97.76,26877080,0.0,1.0
2016-01-27T00:00:00.000Z,94.45,97.85,94.23,97.79,58699359,94.45,97.85,94.23,97.79,58699359,0.0,1.0
2016-01-28T00:00:00.000Z,109.11,110.34,104.81,107.2,107475327,109.11,110.34,104.81,107.2,107475327,0.0,1.0
2016-01-29T00:00:00.000Z,112.21,112.84,108.84,108.99,62739548,112.21,112.84,108.84,108.99,62739548,0.0,1.0
