date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
2016-01-04T00:00:00.000Z,63.62,64.06,63.01,63.95,25375800,56.1576234942,56.5460132197,55.619174102,56.4489157883,25375800,0.44,1.0
2016-01-05T00:00:00.000Z,63.73,64.13,63.04,63.7,16533200,56.2547209255,56.6078024942,55.6456552196,56.2282398079,16533200,0.0,1.0
2016-01-06T00:00:00.000Z,62.81,63.12,62.34,62.72,22960900,55.4426333176,55.720685053,55.0277624745,55.3631899647,22960900,0.0,1.0
2016-01-07T00:00:00.000Z,60.27,62.0,60.08,61.46,27626300,53.2005653567,54.7276431411,53.0328516116,54.2509830234,27626300,0.0,1.0
2016-01-08T00:00:00.000Z,58.92,61.27,58.85,61.13,22363700,52.0089150625,54.0832692783,51.947125788,53.9596907293,22363700,0.0,1.0
2016-01-11T00:00:00.000Z,58.83,59.22,58.04,58.83,20924500,51.9294717096,52.273726239,51.2321356115,51.9294717096,20924500,0.0,1.0
2016-01-12T00:00:00.000Z,58.96,59.56,58.1,59.45,22968700,52.0442232194,52.5738455723,51.2850978468,52.476748141,22968700,0.0,1.0
2016-01-13T00:00:00.000Z,57.34,59.68,56.91,59.46,28808100,50.6142428663,52.6753565233,50.23468018,52.4855751802,28808100,0.0,1.0
2016-01-14T00:00:00.000Z,58.2,59.38,57.29,58.16,31293100,51.3733682389,52.4149588665,50.5701076702,51.3380600821,31293100,0.0,1.0
2016-01-15T00:00:00.000Z,57.04,57.57,56.22,56.45,37704200,50.3494316898,50.8172647683,49.6256144741,49.8286363761,37704200,0.0,1.0
2016-01-19T00:00:00.000Z,57.01,57.97,56.51,57.73,22817100,50.3229505722,51.170346337,49.8815986114,50.9584973958,22817100,0.0,1.0
2016-01-20T00:00:00.000Z,55.51,56.18,54.66,55.63,34643900,48.9988946897,49.5903063172,48.2485963564,49.1048191603,34643900,0.0,1.0
2016-01-21T00:00:00.000Z,55.25,56.52,55.06,55.74,31265000,48.7693916701,49.8904256506,48.601677925,49.2019165917,31265000,0.0,1.0
2016-01-22T00:00:00.000Z,56.95,57.16,56.3,56.44,22731100,50.2699883369,50.4553561604,49.6962307878,49.8198093369,22731100,0.0,1.0
2016-01-25T00:00:00.000Z,55.66,56.85,55.6,56.48,21114000,49.131300278,50.1817179447,49.0783380427,49.8551174937,21114000,0.0,1.0
2016-01-26T00:00:00.000Z,57.08,57.15,55.81,55.85,17535500,50.3847398467,50.4465291212,49.2637058662,49.2990140231,17535500,0.0,1.0
2016-01-27T00:00:00.000Z,57.04,58.27,56.56,57.08,20559900,50.3494316898,51.4350692431,49.9257338075,50.3847398467,20559900,0.0,1.0
2016-01-28T00:00:00.000Z,57.28,57.97,56.63,57.52,15496800,50.561280631,51.170346337,49.987523082,50.7731295722,15496800,0.0,1.0
2016-01-29T00:00:00.000Z,59.5,59.54,57.51,57.83,26986200,52.520883337,52.5561914939,50.764302533,51.0467677879,26986200,0.0,1.0
2016-02-01T00:00:00.000Z,58.86,59.65,58.44,59.16,16807400,51.9559528272,52.6532889253,51.5852171801,52.2207640037,16807400,0.0,1.0
2016-02-02T00:00:00.000Z,57.03,57.98,56.75,57.88,22446800,50.3406046506,51.1791733762,50.0934475526,51.090902984,22446800,0.0,1.0
2016-02-03T00:00:00.000Z,57.41,57.8,55.02,57.37,31542300,50.6760321408,51.0158731507,48.5619562485,50.640723984,31542300,0.0,1.0
2016-02-04T00:00:00.000Z,58.4,58.52,57.06,57.06,21651100,51.5499090233,51.6558334939,50.3670857683,50.3670857683,21651100,0.0,1.0
2016-02-05T00:00:00.000Z,57.75,59.14,57.42,58.58,22000300,50.9761514742,52.2031099253,50.6848591801,51.7087957291,22000300,0.0,1.0
2016-02-08T00:00:00.000Z,56.54,56.92,55.54,56.69,28267600,49.908079729,50.2435072192,49.0209622878,50.0404853173,28267600,0.0,1.0
2016-02-09T00:00:00.000Z,56.2,56.69,55.13,55.29,26297900,49.6079603957,50.0404853173,48.6634671995,48.804699827,26297900,0.0,1.0
2016-02-10T00:00:00.000Z,55.52,57.41,55.47,56.57,22385700,49.007721729,50.6760321408,48.9635865329,49.9345608467,22385700,0.0,1.0
