date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
2016-01-04T00:00:00.000Z,52.91,53.27,52.3,53.09,25984432,45.1668918927,45.4742077325,44.6461622754,45.3205498126,25984432,0.0,1.0
2016-01-05T00:00:00.000Z,52.89,53.2675,52.545,52.93,14743907,45.1498187905,45.4720735947,44.8553077774,45.1839649949,14743907,0.0,1.0
2016-01-06T00:00:00.000Z,51.88,52.62,51.83,52.12,20026324,44.287627129,44.9193319107,44.2449443735,44.4925043555,20026324,0.0,1.0
2016-01-07T00:00:00.000Z,50.4,51.19,50.15,51.01,30424116,43.0242175656,43.6986051028,42.810803788,43.5449471829,30424116,0.0,1.0
2016-01-08T00:00:00.000Z,49.56,50.8561,49.46,50.8,22978854,42.3071472728,43.4135696614,42.2217817618,43.3656796097,22978854,0.0,1.0
2016-01-11T00:00:00.000Z,50.09,50.325,49.64,50.18,19046359,42.7595844813,42.9601934323,42.3754396816,42.8364134413,19046359,0.0,1.0
2016-01-12T00:00:00.000Z,51.36,51.52,50.45,50.88,28960038,43.8437264716,43.9803112892,43.0669003211,43.4339720186,28960038,0.0,1.0
2016-01-13T00:00:00.000Z,49.73,51.8,49.5,51.73,22013526,42.4522686416,44.2193347202,42.2559279662,44.1595788624,22013526,0.0,1.0
2016-01-14T00:00:00.000Z,50.64,51.0,49.6,50.08,24568522,43.2290947921,43.5364106318,42.3412934772,42.7510479302,24568522,0.0,1.0
2016-01-15T00:00:00.000Z,48.82,49.64,48.13,48.59,40626805,41.6754424911,42.3754396816,41.0864204649,41.4791018157,40626805,0.0,1.0
2016-01-19T00:00:00.000Z,48.21,49.54,47.99,49.25,29917912,41.1547128737,42.2900741706,40.9669087494,42.0425141886,29917912,0.0,1.0
2016-01-20T00:00:00.000Z,47.87,48.245,46.88,47.28,40240541,40.8644701362,41.1845908026,40.0193515769,40.360813621,40240541,0.0,1.0
2016-01-21T00:00:00.000Z,48.01,49.0466,47.91,48.03,24271582,40.9839818516,41.8688807391,40.8986163406,41.0010549538,24271582,0.0,1.0
2016-01-22T00:00:00.000Z,49.02,49.27,48.56,49.03,18297421,41.8461735132,42.0595872908,41.4534921624,41.8547100643,18297421,0.0,1.0
2016-01-25T00:00:00.000Z,47.66,48.98,47.62,48.91,23438293,40.685202563,41.8120273088,40.6510563586,41.752271451,23438293,0.0,1.0
2016-01-26T00:00:00.000Z,48.26,48.56,47.66,47.75,18892103,41.1973956292,41.4534921624,40.685202563,40.7620315229,18892103,0.0,1.0
2016-01-27T00:00:00.000Z,48.57,49.3,48.13,48.3,20438628,41.4620287135,42.0851969441,41.0864204649,41.2315418337,20438628,0.0,1.0
2016-01-28T00:00:00.000Z,48.92,49.395,48.6,49.1,21306136,41.7608080021,42.1662941796,41.4876383668,41.914465922,21306136,0.0,1.0
2016-01-29T00:00:00.000Z,50.23,50.25,49.1655,49.29,25357936,42.8790961968,42.896169299,41.9703803317,42.076660393,25357936,0.0,1.0
2016-02-01T00:00:00.000Z,49.94,50.18,49.555,50.12,17385376,42.6315362148,42.8364134413,42.3028789972,42.7851941346,17385376,0.0,1.0
2016-02-02T00:00:00.000Z,48.83,49.3225,48.78,49.26,25591364,41.6839790422,42.1044041841,41.6412962867,42.0510507397,25591364,0.0,1.0
2016-02-03T00:00:00.000Z,47.6,48.51,46.51,48.45,47149080,40.9541039228,41.7370500272,40.0162893582,41.6854272071,47149080,0.375,1.0
2016-02-04T00:00:00.000Z,48.25,48.61,47.37,47.4,30851278,41.5133511402,41.8230880606,40.7562164458,40.7820278559,30851278,0.0,1.0
2016-02-05T00:00:00.000Z,47.86,48.66,47.6,48.35,23733581,41.1778028097,41.8661070774,40.9541039228,41.5993891737,23733581,0.0,1.0
2016-02-08T00:00:00.000Z,46.5,47.34,46.06,47.11,31170403,40.0076855548,40.7304050358,39.6291182076,40.5325175589,31170403,0.0,1.0
2016-02-09T00:00:00.000Z,46.45,46.76,45.355,45.61,29890189,39.9646665381,40.2313844418,39.0225500718,39.2419470571,29890189,0.0,1.0
2016-02-10T00:00:00.000Z,46.17,47.22,46.11,46.88,19876814,39.7237600444,40.6271593957,39.6721372243,40.3346300819,19876814,0.0,1.0
2016-02-11T00:00:00.000Z,45.16,45.53,44.5,44.93,32566208,38.8547759066,39.1731166303,38.2869248858,38.6568884296,32566208,0.0,1.0
2016-02-12T00:00:00.000Z,47.31,47.385,45.93,45.96,28532586,40.7045936258,40.7691221509,39.5172687641,39.5430801742,28532586,0.0,1.0
2016-02-16T00:00:00.000Z,48.24,48.41,47.57,48.05,20408799,41.5047473369,41.6510119937,40.9282925127,41.3412750733,20408799,0.0,1.0
2016-02-17T00:00:00.000Z,48.13,48.96,47.99,48.65,18060070,41.4101055001,42.1242211777,41.2896522532,41.857503274,18060070,0.0,1.0
2016-02-18T00:00:00.000Z,47.73,48.14,47.48,48.09,17162729,41.0659533663,41.4187093034,40.8508582826,41.3756902867,17162729,0.0,1.0
2016-02-19T00:00:00.000Z,48.09,48.165,47.3399,47.4,18234752,41.3756902867,41.4402188118,40.7303189978,40.7820278559,18234752,0.0,1.0
2016-02-22T00:00:00.000Z,49.19,49.34,48.83,48.83,17572555,42.3221086546,42.4511657048,42.0123717342,42.0123717342,17572555,0.0,1.0
2016-02-23T00:00:00.000Z,48.1,48.92,47.98,48.87,15223380,41.38429409,42.0898059643,41.2810484499,42.0467869476,15223380,0.0,1.0
2016-02-24T00:00:00.000Z,47.61,47.68,46.56,47.34,18594416,40.9627077261,41.0229343495,40.0593083749,40.7304050358,18594416,0.0,1.0
2016-02-25T00:00:00.000Z,47.75,48.155,47.71,47.71,16646090,41.0831609729,41.4316150084,41.0487457596,41.0487457596,16646090,0.0,1.0
2016-02-26T00:00:00.000Z,48.07,48.535,47.83,48.13,20325076,41.35848268,41.7585595355,41.1519913997,41.4101055001,20325076,0.0,1.0
2016-02-29T00:00:00.000Z,46.92,48.03,46.91,48.03,24015956,40.3690452953,41.3240674666,40.360441492,41.3240674666,24015956,0.0,1.0
2016-03-01T00:00:00.000Z,48.72,48.72,47.14,47.14,24754015,41.9177298974,41.9177298974,40.5583289689,40.5583289689,24754015,0.0,1.0
2016-03-02T00:00:00.000Z,49.57,49.57,48.61,48.84,18666195,42.6490531818,42.6490531818,41.8230880606,42.0209755376,18666195,0.0,1.0
2016-03-03T00:00:00.000Z,49.77,49.79,49.07,49.63,14266779,42.8211292487,42.8383368554,42.2188630145,42.7006760018,14266779,0.0,1.0
2016-03-04T00:00:00.000Z,50.11,50.49,49.68,50.01,18685382,43.1136585624,43.4406030895,42.7436950186,43.0276205289,18685382,0.0,1.0
2016-03-07T00:00:00.000Z,50.07,50.1561,49.44,49.77,14385701,43.079243349,43.1533220958,42.5372037383,42.8211292487,14385701,0.0,1.0
2016-03-08T00:00:00.000Z,49.05,49.66,48.92,49.61,17967963,42.2016554078,42.7264874119,42.0898059643,42.6834683951,17967963,0.0,1.0
2016-03-09T00:00:00.000Z,48.79,49.5,48.51,49.38,17920105,41.9779565208,42.5888265583,41.7370500272,42.4855809182,17920105,0.0,1.0
2016-03-10T00:00:00.000Z,48.51,49.13,47.96,48.94,18542677,41.7370500272,42.2704858346,41.2638408432,42.107013571,18542677,0.0,1.0
2016-03-11T00:00:00.000Z,50.07,50.13,48.8845,49.12,18318015,43.079243349,43.1308661691,42.0592624625,42.2618820312,18318015,0.0,1.0
2016-03-14T00:00:00.000Z,49.88,50.07,49.44,49.97,12803930,42.9157710855,43.079243349,42.5372037383,42.9932053156,12803930,0.0,1.0
2016-03-15T00:00:00.000Z,49.98,49.99,49.2,49.3,12945605,43.0018091189,43.0104129223,42.330712458,42.4167504914,12945605,0.0,1.0
2016-03-16T00:00:00.000Z,49.54,50.29,49.28,49.75,16629748,42.6232417717,43.2685270226,42.3995428848,42.803921642,16629748,0.0,1.0
2016-03-17T00:00:00.000Z,49.73,49.93,48.84,49.43,16002267,42.7867140353,42.9587901022,42.0209755376,42.5285999349,16002267,0.0,1.0
2016-03-18T00:00:00.000Z,50.54,50.7,49.93,50.44,35811968,43.4836221062,43.6212829598,42.9587901022,43.3975840728,35811968,0.0,1.0
2016-03-21T00:00:00.000Z,50.67,50.75,50.17,50.5,13543032,43.5954715497,43.6643019765,43.1652813825,43.4492068929,13543032,0.0,1.0
2016-03-22T00:00:00.000Z,50.37,50.58,50.0,50.21,13906976,43.3373574494,43.5180373196,43.0190167256,43.1996965958,13906976,0.0,1.0
2016-03-23T00:00:00.000Z,49.76,50.33,49.7,50.18,13647680,42.8125254453,43.302942236,42.7609026252,43.1738851858,13647680,0.0,1.0
2016-03-24T00:00:00.000Z,48.9,49.08,48.52,49.02,20869630,42.0725983576,42.2274668178,41.7456538305,42.1758439978,20869630,0.0,1.0
2016-03-28T00:00:00.000Z,48.7,49.04,48.55,49.04,18476528,41.9005222907,42.1930516045,41.7714652406,42.1930516045,18476528,0.0,1.0
2016-03-29T00:00:00.000Z,48.05,48.65,47.84,48.62,24459483,41.3412750733,41.857503274,41.1605952031,41.831691864,24459483,0.0,1.0
2016-03-30T00:00:00.000Z,48.65,49.16,48.1461,48.4,16792711,41.857503274,42.2962972446,41.4239576234,41.6424081904,16792711,0.0,1.0
2016-03-31T00:00:00.000Z,48.36,48.835,48.27,48.6,16397511,41.607992977,42.0166736359,41.5305587469,41.8144842573,16397511,0.0,1.0
2016-04-01T00:00:00.000Z,48.45,48.58,47.775,48.23,14320991,41.6854272071,41.7972766506,41.1046704813,41.4961435335,14320991,0.0,1.0
2016-04-04T00:00:00.000Z,48.5,48.669,48.2,48.42,12110231,41.7284462238,41.8738505004,41.4703321235,41.6596157971,12110231,0.0,1.0
2016-04-05T00:00:00.000Z,47.51,48.09,47.46,48.08,18295818,40.8766696927,41.3756902867,40.8336506759,41.3670864833,18295818,0.0,1.0
2016-04-06T00:00:00.000Z,48.08,48.13,47.22,47.39,17209156,41.3670864833,41.4101055001,40.6271593957,40.7734240525,17209156,0.0,1.0
2016-04-07T00:00:00.000Z,46.93,47.77,46.62,47.7,4530330,40.3776490986,41.1003685796,40.110931195,41.0401419562,4530330,0.0,1.0
2016-04-08T00:00:00.000Z,47.07,47.64,46.97,47.33,4517701,40.4981023455,40.9885191362,40.412064312,40.7218012325,4517701,0.0,1.0
2016-04-11T00:00:00.000Z,47.03,47.71,47.0,47.11,15105431,40.4636871321,41.0487457596,40.4378757221,40.5325175589,15105431,0.0,1.0
2016-04-12T00:00:00.000Z,47.77,47.83,46.95,47.14,18762810,41.1003685796,41.1519913997,40.3948567053,40.5583289689,18762810,0.0,1.0
2016-04-13T00:00:00.000Z,49.03,49.2466,48.27,48.29,26306867,42.1844478011,42.3708061816,41.5305587469,41.5477663536,26306867,0.0,1.0
2016-04-14T00:00:00.000Z,48.79,49.3,48.17,48.3,30065095,41.9779565208,42.4167504914,41.4445207134,41.5563701569,30065095,0.0,1.0
2016-04-15T00:00:00.000Z,48.25,48.94,48.06,48.62,24885090,41.5133511402,42.107013571,41.3498788766,41.831691864,24885090,0.0,1.0
2016-04-18T00:00:00.000Z,48.84,48.88,47.91,47.97,18224921,42.0209755376,42.0553907509,41.2208218265,41.2724446465,18224921,0.0,1.0
2016-04-19T00:00:00.000Z,49.88,49.92,48.98,49.01,18672283,42.9157710855,42.9501862988,42.1414287844,42.1672401944,18672283,0.0,1.0
2016-04-20T00:00:00.000Z,50.45,50.52,49.76,49.98,22645050,43.4061878761,43.4664144995,42.8125254453,43.0018091189,22645050,0.0,1.0
2016-04-21T00:00:00.000Z,50.05,50.78,49.93,50.55,20254140,43.0620357423,43.6901133865,42.9587901022,43.4922259096,20254140,0.0,1.0
2016-04-22T00:00:00.000Z,50.62,50.7384,50.05,50.05,16365438,43.552452533,43.6543215646,43.0620357423,43.0620357423,16365438,0.0,1.0
2016-04-25T00:00:00.000Z,50.51,50.6,50.12,50.31,11689131,43.4578106962,43.5352449263,43.1222623657,43.2857346293,11689131,0.0,1.0
2016-04-26T00:00:00.000Z,50.92,50.99,50.45,50.51,13332267,43.8105666334,43.8707932568,43.4061878761,43.4578106962,13332267,0.0,1.0
2016-04-27T00:00:00.000Z,50.93,51.41,50.72,50.87,15342749,43.8191704367,44.2321529973,43.6384905664,43.7675476166,15342749,0.0,1.0
2016-04-28T00:00:00.000Z,50.41,50.93,50.2,50.51,15505347,43.3717726628,43.8191704367,43.1910927925,43.4578106962,15505347,0.0,1.0
2016-04-29T00:00:00.000Z,49.98,50.46,49.681,50.46,17885797,43.0018091189,43.4147916795,42.7445553989,43.4147916795,17885797,0.0,1.0
2016-05-02T00:00:00.000Z,50.59,50.7,50.15,50.28,14780296,43.526641123,43.6212829598,43.1480737758,43.2599232193,14780296,0.0,1.0
2016-05-03T00:00:00.000Z,50.01,50.13,49.54,49.86,16246390,43.0276205289,43.1308661691,42.6232417717,42.8985634788,16246390,0.0,1.0
2016-05-04T00:00:00.000Z,48.94,49.27,48.68,49.06,22400305,42.4339580981,42.7200881793,42.2085222766,42.5380054004,22400305,0.38,1.0
2016-05-05T00:00:00.000Z,48.96,49.19,48.77,48.97,15953295,42.4512993152,42.6507233111,42.2865577533,42.4599699237,15953295,0.0,1.0
